time_stretch,pitch_shift,source
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
1.004,-0.5,1
